text,sentiment
did not meet expectations very bad product,0
horrible damaged one,0
"How can it be so freaking difficult to get a system-wide spellchecker? ****, I`d settle for an office suite one. Stupid unhelpful Windows",0
mind-blowing purchase this set is great for beginners and home use i received it before the delivery deadline and it was properly packed each item is individually packed after receiving i opened and checked each item of this set and everything thing was in perfectly working condition this set contains all the product what a beginner needs,2
waste of money! worst dont buy,0
worst experience ever! this is not good product,0
nice product installation guy was only about earning extra bucksdidnt check water tds didnt explain feature or warrantydidnt check water quality of filtered water wanted to sell extra equipments since i didnt purchase it from him he was not happyhe didnt install the prefilter that was recommended by flipkart with this ro wanted extra 200 bucks which i didnt givei think all these water purifier company and flipkart should do something to stop thispaying 200 at the time of purchase is not the,0
waste of money! not good,0
excellent nice productworth of money,2
horrible bad quality,0
At Home Depot and no one will help me load my plywood into my van for some reason.,1
must buy! well product,2
at homee..boring but its okiee gonna see the boyfriend and his momma tomorrow for momma dayy,1
fabulous! very nice product,2
great product nice,2
I may have come down with something; we`re almost out of tissues!    this is not a good season  http://tinyurl.com/nccqya,0
" Yeh I suppose, but its not the same you know? To me Henry isn`t really a gunner any more",1
 well kris is making me a sick panda,0
 you cooould say that,1
Sitting at the doctor`s office.,1
highly recommended perfect to use,2
bad quality germination rate of some seeds were good but some seeds were very badonly 50 seeds were germinated from my total seeds this was a bad experience some seeds like pitunia merigold sun flower sungold etc were not hybrid seeds these were normal or ordinary seeds and worst quality,0
waste of money! baje products,1
not specified this pant is for summer season bt dont by in winter seasonbecause it is so thik cloth,1
Strike one.    (Three and I`m out.),0
very good ok,1
bad quality the original product was defective and a replacement was sent however the replacement wouldnt even power on had to send it back too total waste of time energy and moneyam utterly disappointed and dissatisfied,0
wonderful gifted to my mom and shes very much happy shes stiching dress at home with ease good quality product with great performance to know how to use watch youtube video for singer and you are good to go thanks flipkart for best deal and on time delivery,2
terrific nice product,2
bad quality overall all good but demonstration in instalation is not good who have not proper knowledge,1
classy product awesome,2
 seperate = Yum. Together = gross sounding.,1
 hope y`all enjoy the MusicBoat Cruise.  What a tough job - haha!!!,1
Stupid sun i  actually have to work now,0
 lol must contribute to the destruction of language...awww,1
not specified very nice,2
 my poor baby I think it`s allergies! Can I do amything about it bc he`s been that way sence monday,0
best in the market! good,2
" A couple of other guys did similar mods, so it may not have been mine that  saw. I think mine`s the best, but I`m biased",1
just wow! superb,2
don't waste your money its does not give proper air dont buy products very bad,0
not recommended at all not bad,1
super! amazing product from lakme and superb delivery by flipkart,2
I am NOT in the mood for a long car drive,0
 And who says I wasn`t just muttering to myself?,1
 That`s true.  It still sucks though `cause I was all 'LOLOL I AM SO ORIGINAL--ohshit' so. But yeah. Thanks!,1
pretty good very bad waste of money,0
moderate not good very thin and small,0
worth every penny money weast useless product,0
Check this video out -- Bylaurenluke ~ Make up Launch~ They are here available now   http://tinyurl.com/cudamo,1
nice product good,2
dice watching Heroes again.  http://plurk.com/p/svhvh,1
slightly disappointed ok ok,1
" Wow Christa, that`s incredibly sweeeet! Me want one 2  !!!  If you get a sec, check out my app for merch asst ... I RULE!  LOL!!!",2
worst experience ever! very poor product i ordered and got the product only after one month,0
not specified nyc socks not pure cotton80 cottonbut very soft just buy,1
terrific purchase the laptop is fabulous highly recommendedmy personal opinion1 the performance is awesome would be more better with 16 gb ram but i dont have any problem because the ram is upgradable 2 the battery backup is not good enough for multimedia and movie watchers since it is a gaming laptop so you may not expect more than 5 hours on movies and multimedia but i think since it is a gaming laptop the battery backup is good enoughsince anybody is not gonna play games on the battery3t,1
worst experience ever! cover thickness is very bad shipping charges is too much,0
worst experience ever! sound is very high,1
From Portugal to Derbyshire. At least sun is shining but lawn looks like Percy Thrower is Gardner-in-Residence! Weekend jobs =,1
Baby was not herself after recieving vaccines,1
waste of money! basic speaker,1
